"Title","Description","RDataPath","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass"
"T chimera processed counts (sample 11)","Processed counts for sample 11 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/counts-processed-sample11.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","raw_counts.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera processed counts (sample 12)","Processed counts for sample 12 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/counts-processed-sample12.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","raw_counts.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera processed counts (sample 13)","Processed counts for sample 13 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/counts-processed-sample13.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","raw_counts.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera processed counts (sample 14)","Processed counts for sample 14 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/counts-processed-sample14.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","raw_counts.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera processed counts (sample 15)","Processed counts for sample 15 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/counts-processed-sample15.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","raw_counts.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera processed counts (sample 16)","Processed counts for sample 16 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/counts-processed-sample16.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","raw_counts.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera rowData","Per-gene metadata for all samples for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/rowdata.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","genes.tsv.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera colData (sample 1)","Per-cell metadata for sample 1 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/coldata-sample1.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","meta.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera colData (sample 2)","Per-cell metadata for sample 2 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/coldata-sample2.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","meta.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera colData (sample 3)","Per-cell metadata for sample 3 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/coldata-sample3.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","meta.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera colData (sample 4)","Per-cell metadata for sample 4 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/coldata-sample4.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","meta.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera colData (sample 5)","Per-cell metadata for sample 5 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/coldata-sample5.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","meta.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera colData (sample 6)","Per-cell metadata for sample 6 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/coldata-sample6.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","meta.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera colData (sample 7)","Per-cell metadata for sample 7 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/coldata-sample7.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","meta.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera colData (sample 8)","Per-cell metadata for sample 8 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/coldata-sample8.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","meta.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera colData (sample 9)","Per-cell metadata for sample 9 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/coldata-sample9.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","meta.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera colData (sample 10)","Per-cell metadata for sample 10 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/coldata-sample10.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","meta.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera colData (sample 11)","Per-cell metadata for sample 11 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/coldata-sample11.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","meta.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera colData (sample 12)","Per-cell metadata for sample 12 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/coldata-sample12.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","meta.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera colData (sample 13)","Per-cell metadata for sample 13 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/coldata-sample13.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","meta.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera colData (sample 14)","Per-cell metadata for sample 14 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/coldata-sample14.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","meta.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera colData (sample 15)","Per-cell metadata for sample 15 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/coldata-sample15.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","meta.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera colData (sample 16)","Per-cell metadata for sample 16 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/coldata-sample16.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","meta.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera size factors (sample 1)","Size factors for sample 1 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/sizefac-sample1.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera size factors (sample 2)","Size factors for sample 2 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/sizefac-sample2.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera size factors (sample 3)","Size factors for sample 3 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/sizefac-sample3.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera size factors (sample 4)","Size factors for sample 4 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/sizefac-sample4.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera size factors (sample 5)","Size factors for sample 5 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/sizefac-sample5.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera size factors (sample 6)","Size factors for sample 6 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/sizefac-sample6.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera size factors (sample 7)","Size factors for sample 7 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/sizefac-sample7.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera size factors (sample 8)","Size factors for sample 8 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/sizefac-sample8.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera size factors (sample 9)","Size factors for sample 9 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/sizefac-sample9.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera size factors (sample 10)","Size factors for sample 10 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/sizefac-sample10.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera size factors (sample 11)","Size factors for sample 11 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/sizefac-sample11.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera size factors (sample 12)","Size factors for sample 12 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/sizefac-sample12.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera size factors (sample 13)","Size factors for sample 13 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/sizefac-sample13.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera size factors (sample 14)","Size factors for sample 14 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/sizefac-sample14.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera size factors (sample 15)","Size factors for sample 15 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/sizefac-sample15.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera size factors (sample 16)","Size factors for sample 16 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/sizefac-sample16.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","sizefactors.tab.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera reduced dimensions (sample 1)","Reduced dimensions for sample 1 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/reduced-dims-sample1.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera reduced dimensions (sample 2)","Reduced dimensions for sample 2 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/reduced-dims-sample2.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera reduced dimensions (sample 3)","Reduced dimensions for sample 3 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/reduced-dims-sample3.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera reduced dimensions (sample 4)","Reduced dimensions for sample 4 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/reduced-dims-sample4.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera reduced dimensions (sample 5)","Reduced dimensions for sample 5 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/reduced-dims-sample5.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera reduced dimensions (sample 6)","Reduced dimensions for sample 6 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/reduced-dims-sample6.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera reduced dimensions (sample 7)","Reduced dimensions for sample 7 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/reduced-dims-sample7.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera reduced dimensions (sample 8)","Reduced dimensions for sample 8 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/reduced-dims-sample8.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera reduced dimensions (sample 9)","Reduced dimensions for sample 9 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/reduced-dims-sample9.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera reduced dimensions (sample 10)","Reduced dimensions for sample 10 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/reduced-dims-sample10.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera reduced dimensions (sample 11)","Reduced dimensions for sample 11 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/reduced-dims-sample11.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera reduced dimensions (sample 12)","Reduced dimensions for sample 12 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/reduced-dims-sample12.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera reduced dimensions (sample 13)","Reduced dimensions for sample 13 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/reduced-dims-sample13.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera reduced dimensions (sample 14)","Reduced dimensions for sample 14 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/reduced-dims-sample14.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera reduced dimensions (sample 15)","Reduced dimensions for sample 15 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/reduced-dims-sample15.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera reduced dimensions (sample 16)","Reduced dimensions for sample 16 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/reduced-dims-sample16.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","corrected_pcas.rds","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"T chimera raw counts (sample 1)","Raw counts for sample 1 for the T chimeric mouse embryo single-cell RNA-seq dataset","MouseGastrulationData/t-chimera/1.4.0/counts-raw-sample1.rds","3.11","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/chimera_t_data","sample_1_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
