"Title","Description","RDataPath","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass"
"Atlas raw counts (sample 6)","Raw counts for sample 6 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample6.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_6_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 7)","Raw counts for sample 7 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample7.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_7_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 8)","Raw counts for sample 8 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample8.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_8_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 9)","Raw counts for sample 9 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample9.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_9_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 10)","Raw counts for sample 10 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample10.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_10_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 12)","Raw counts for sample 12 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample12.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_12_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 13)","Raw counts for sample 13 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample13.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_13_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 14)","Raw counts for sample 14 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample14.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_14_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 15)","Raw counts for sample 15 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample15.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_15_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 16)","Raw counts for sample 16 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample16.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_16_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 17)","Raw counts for sample 17 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample17.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_17_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 18)","Raw counts for sample 18 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample18.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_18_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 19)","Raw counts for sample 19 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample19.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_19_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 20)","Raw counts for sample 20 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample20.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_20_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 21)","Raw counts for sample 21 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample21.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_21_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 22)","Raw counts for sample 22 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample22.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_22_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 23)","Raw counts for sample 23 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample23.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_23_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 24)","Raw counts for sample 24 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample24.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_24_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 25)","Raw counts for sample 25 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample25.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_25_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 26)","Raw counts for sample 26 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample26.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_26_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 27)","Raw counts for sample 27 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample27.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_27_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 28)","Raw counts for sample 28 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample28.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_28_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 29)","Raw counts for sample 29 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample29.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_29_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 30)","Raw counts for sample 30 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample30.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_30_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 31)","Raw counts for sample 31 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample31.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_31_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 32)","Raw counts for sample 32 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample32.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_32_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 33)","Raw counts for sample 33 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample33.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_33_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 34)","Raw counts for sample 34 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample34.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_34_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 35)","Raw counts for sample 35 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample35.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_35_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 36)","Raw counts for sample 36 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample36.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_36_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
"Atlas raw counts (sample 37)","Raw counts for sample 37 for the mouse embryo atlas single-cell RNA-seq dataset","MouseGastrulationData/atlas/1.0.0/counts-raw-sample37.rds","3.10","mm10","TXT","https://content.cruk.cam.ac.uk/jmlab/atlas_data","sample_37_unswapped.mtx.gz","Mus musculus","10090",TRUE,"Jonathan Griffiths","Jonathan Griffiths <jonathan.griffiths.94@gmail.com>","character","Rds"
